incident_id,speed_kmh,vehicle_age_years,vehicle_value_inr,occupants,airbag_deployed,collision_type,road_condition,weather,vehicle_type,insurance_type,seatbelt_worn,previous_accidents,driver_age,tyre_condition,collision_enc,road_enc,weather_enc,vehicle_type_enc,tyre_enc,damage_severity,parts_damaged,repair_cost_inr
227,42,2,1406581,1,1,Pole,Icy,Clear,SUV,Third-party,1,1,21,Worn,1.5,1.8,1.0,1.3,1.15,Moderate,"Bumper, Hood, Headlights/Taillights",826200
689,116,3,2709381,1,1,Rear-end,Dry,Clear,Sedan,Third-party,1,4,27,Good,1.0,1.0,1.0,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",539900
104,31,7,897218,5,0,Head-on,Icy,Clear,Sedan,Third-party,1,4,49,Worn,1.8,1.8,1.0,1.0,1.15,Moderate,"Bumper, Hood",446200
422,32,8,2700081,1,0,Head-on,Dry,Clear,Two-wheeler,Comprehensive,1,4,40,Good,1.8,1.0,1.0,0.6,1.0,Moderate,"Bumper, Hood",287600
420,80,0,2886218,5,1,Head-on,Gravel,Rain,Sedan,Comprehensive,1,1,63,Good,1.8,1.2,1.25,1.0,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",1070100
751,82,10,2952235,3,1,Side,Icy,Clear,Sedan,Comprehensive,1,1,39,Good,1.3,1.8,1.0,1.0,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",1018100
587,73,19,1793934,1,1,Head-on,Wet,Rain,Truck,Third-party,1,3,22,Worn,1.8,1.3,1.25,1.5,1.15,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",1806600
781,108,1,2975685,2,1,Rear-end,Gravel,Clear,SUV,Comprehensive,0,1,18,Good,1.0,1.2,1.0,1.3,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",810400
673,38,15,714994,1,0,Head-on,Gravel,Fog,Sedan,Comprehensive,1,3,51,Good,1.8,1.2,1.15,1.0,1.0,Moderate,"Bumper, Hood",339900
120,70,4,852959,3,1,Head-on,Icy,Rain,SUV,Comprehensive,1,1,29,Good,1.8,1.8,1.25,1.3,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator",1216400
54,6,7,2730525,1,0,Head-on,Wet,Rain,Sedan,Third-party,1,2,57,Good,1.8,1.3,1.25,1.0,1.0,Minor,Minor scratches,714400
152,117,9,392601,2,1,Head-on,Wet,Rain,SUV,Third-party,1,1,68,Bald,1.8,1.3,1.25,1.3,1.35,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1763600
404,41,20,319675,3,1,Head-on,Wet,Rain,Truck,Comprehensive,0,4,19,Good,1.8,1.3,1.25,1.5,1.0,Moderate,"Bumper, Hood, Headlights/Taillights",805800
946,11,20,2530393,1,0,Rear-end,Gravel,Clear,SUV,Comprehensive,0,4,63,Good,1.0,1.2,1.0,1.3,1.0,Minor,Bumper,431900
208,116,9,1278836,1,1,Rear-end,Icy,Rain,Sedan,Comprehensive,0,2,31,Worn,1.0,1.8,1.25,1.0,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1144900
659,32,7,1321469,1,0,Rear-end,Dry,Fog,Truck,Comprehensive,1,2,27,Good,1.0,1.0,1.15,1.5,1.0,Moderate,"Bumper, Door Panel",287600
844,124,13,2893726,3,1,Rear-end,Gravel,Clear,Sedan,Comprehensive,0,4,48,Good,1.0,1.2,1.0,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",746000
763,15,3,2961637,2,0,Head-on,Dry,Rain,SUV,None,1,3,46,Worn,1.8,1.0,1.25,1.3,1.15,Minor,Bumper,905500
9,79,9,1264163,5,1,Rollover,Icy,Fog,Hatchback,Comprehensive,1,2,32,Worn,2.2,1.8,1.15,0.85,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",1273500
808,101,14,2025322,2,1,Head-on,Dry,Clear,Sedan,Comprehensive,0,2,53,Good,1.8,1.0,1.0,1.0,1.0,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",790100
37,136,18,2316411,3,1,Head-on,Wet,Clear,Two-wheeler,Third-party,1,3,44,Good,1.8,1.3,1.0,0.6,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",881700
453,75,1,853343,5,1,Rear-end,Dry,Clear,Hatchback,Third-party,0,3,34,Worn,1.0,1.0,1.0,0.85,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",229400
652,115,1,883098,2,1,Rollover,Dry,Rain,Hatchback,Comprehensive,1,2,24,Good,2.2,1.0,1.25,0.85,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",901600
254,103,2,1485574,1,1,Pole,Gravel,Rain,Sedan,Third-party,0,4,44,Worn,1.5,1.2,1.25,1.0,1.15,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1011000
304,64,18,2248183,2,1,Side,Dry,Clear,Sedan,None,1,0,39,Good,1.3,1.0,1.0,1.0,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",443800
747,99,5,388668,4,1,Rollover,Dry,Rain,Sedan,Comprehensive,1,1,69,Good,2.2,1.0,1.25,1.0,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",744300
572,34,11,1749796,3,0,Pole,Wet,Rain,Hatchback,None,1,2,43,Good,1.5,1.3,1.25,0.85,1.0,Moderate,"Bumper, Hood",429200
624,51,9,900517,2,1,Side,Wet,Clear,Truck,Third-party,1,0,21,Worn,1.3,1.3,1.0,1.5,1.15,Moderate,"Bumper, Door Panel, Headlights/Taillights",571500
733,14,1,1394979,2,0,Head-on,Wet,Clear,Sedan,Third-party,0,4,60,Bald,1.8,1.3,1.0,1.0,1.35,Minor,Bumper,445100
892,90,5,2961198,1,1,Side,Wet,Rain,Sedan,Comprehensive,0,0,66,Worn,1.3,1.3,1.25,1.0,1.15,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",1073100
263,108,15,1282599,2,1,Side,Dry,Clear,Hatchback,Comprehensive,0,0,51,Worn,1.3,1.0,1.0,0.85,1.15,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",523400
611,65,4,2993956,1,1,Pole,Dry,Fog,Sedan,Third-party,1,4,20,Worn,1.5,1.0,1.15,1.0,1.15,Severe,"Bumper, Hood, Headlights/Taillights, Radiator",804200
298,74,7,1333316,1,1,Rear-end,Dry,Rain,Hatchback,Comprehensive,0,1,20,Good,1.0,1.0,1.25,0.85,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",304900
415,88,13,2709029,4,1,Pole,Dry,Clear,Sedan,Comprehensive,1,2,42,Good,1.5,1.0,1.0,1.0,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",687300
151,135,14,1507786,2,1,Side,Wet,Rain,Sedan,Third-party,0,3,61,Worn,1.3,1.3,1.25,1.0,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1340900
789,108,6,1642057,1,1,Head-on,Dry,Clear,Sedan,None,1,0,61,Worn,1.8,1.0,1.0,1.0,1.15,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",833000
641,60,17,1534915,2,1,Side,Wet,Clear,Sedan,Comprehensive,0,1,39,Bald,1.3,1.3,1.0,1.0,1.35,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",632900
890,109,11,903291,3,1,Rear-end,Dry,Rain,SUV,Comprehensive,1,2,25,Good,1.0,1.0,1.25,1.3,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",609700
551,99,13,2068967,3,1,Head-on,Dry,Rain,SUV,Comprehensive,0,2,36,Worn,1.8,1.0,1.25,1.3,1.15,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1461600
887,53,7,2571073,4,1,Head-on,Dry,Snow,Hatchback,Third-party,1,3,70,Good,1.8,1.0,1.4,0.85,1.0,Moderate,"Bumper, Hood, Headlights/Taillights",691900
489,58,18,2545218,4,1,Side,Dry,Clear,Sedan,Comprehensive,0,3,70,Bald,1.3,1.0,1.0,1.0,1.35,Moderate,"Bumper, Door Panel, Headlights/Taillights, Radiator",639700
148,16,11,1321318,3,0,Pole,Wet,Fog,Hatchback,Third-party,1,2,66,Good,1.5,1.3,1.15,0.85,1.0,Minor,Bumper,228600
147,56,20,1328494,5,1,Pole,Dry,Clear,Sedan,Comprehensive,1,2,49,Good,1.5,1.0,1.0,1.0,1.0,Moderate,"Bumper, Hood, Headlights/Taillights, Radiator",420000
721,117,2,760244,1,1,Pole,Wet,Rain,Sedan,Third-party,0,2,44,Worn,1.5,1.3,1.25,1.0,1.15,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1063500
932,58,0,1322788,5,1,Pole,Dry,Clear,Sedan,Comprehensive,1,2,41,Good,1.5,1.0,1.0,1.0,1.0,Moderate,"Bumper, Hood, Headlights/Taillights, Radiator",322100
740,67,4,1055111,3,1,Rear-end,Gravel,Fog,Hatchback,Third-party,1,0,35,Good,1.0,1.2,1.15,0.85,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",257600
660,43,14,2862046,1,1,Rear-end,Icy,Clear,Hatchback,Comprehensive,1,0,49,Good,1.0,1.8,1.0,0.85,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",504500
349,73,19,2999424,2,1,Rear-end,Dry,Clear,Sedan,Comprehensive,0,3,44,Bald,1.0,1.0,1.0,1.0,1.35,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",595800
464,130,6,978841,3,1,Side,Wet,Clear,Sedan,Third-party,1,3,34,Worn,1.3,1.3,1.0,1.0,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",894500
326,121,3,1543294,2,1,Pole,Dry,Clear,Two-wheeler,Comprehensive,1,3,64,Good,1.5,1.0,1.0,0.6,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",416100
187,103,7,1968321,1,1,Rollover,Wet,Snow,Sedan,Third-party,1,2,39,Good,2.2,1.3,1.4,1.0,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1707900
124,32,6,1738454,1,0,Pole,Dry,Clear,Sedan,Comprehensive,1,2,39,Bald,1.5,1.0,1.0,1.0,1.35,Moderate,"Bumper, Hood",375600
854,44,8,2461352,5,1,Side,Dry,Clear,Two-wheeler,Comprehensive,1,2,64,Good,1.3,1.0,1.0,0.6,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",232700
609,9,1,2431018,5,0,Rollover,Dry,Clear,SUV,Comprehensive,1,0,29,Good,2.2,1.0,1.0,1.3,1.0,Minor,Minor scratches,632500
144,100,13,1921219,4,1,Side,Wet,Clear,Hatchback,Comprehensive,1,0,47,Good,1.3,1.3,1.0,0.85,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",595700
959,134,4,467647,1,1,Side,Wet,Snow,Truck,Comprehensive,1,0,59,Worn,1.3,1.3,1.4,1.5,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1691300
198,103,2,2867793,1,1,Rollover,Icy,Clear,Truck,Comprehensive,1,3,27,Good,2.2,1.8,1.0,1.5,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",2878000
610,96,8,735071,1,1,Side,Wet,Clear,Sedan,Comprehensive,1,1,38,Worn,1.3,1.3,1.0,1.0,1.15,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",591500
280,61,9,2828268,5,1,Head-on,Dry,Clear,SUV,Comprehensive,0,0,23,Worn,1.8,1.0,1.0,1.3,1.15,Severe,"Bumper, Hood, Headlights/Taillights, Radiator",1046400
294,62,13,2235090,3,1,Rear-end,Wet,Snow,Two-wheeler,Comprehensive,1,4,18,Good,1.0,1.3,1.4,0.6,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",377900
401,103,8,964917,4,1,Pole,Icy,Clear,Truck,None,0,1,24,Good,1.5,1.8,1.0,1.5,1.0,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1417700
123,138,11,2373290,5,1,Rollover,Dry,Rain,Sedan,Comprehensive,0,3,18,Good,2.2,1.0,1.25,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1798900
184,133,6,1358079,3,1,Rear-end,Gravel,Rain,Truck,Comprehensive,1,2,27,Good,1.0,1.2,1.25,1.5,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1139100
203,120,16,1163403,5,1,Head-on,Wet,Clear,SUV,None,1,3,48,Worn,1.8,1.3,1.0,1.3,1.15,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1595800
439,79,0,1584294,1,1,Head-on,Dry,Rain,SUV,Comprehensive,1,3,44,Good,1.8,1.0,1.25,1.3,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",863800
247,103,4,2653847,2,1,Rear-end,Dry,Clear,Truck,Comprehensive,1,1,18,Bald,1.0,1.0,1.0,1.5,1.35,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",925300
416,116,14,866088,4,1,Rear-end,Wet,Snow,Hatchback,Comprehensive,1,3,59,Good,1.0,1.3,1.4,0.85,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",648400
933,71,20,1128791,4,1,Head-on,Dry,Clear,Sedan,Third-party,0,2,56,Good,1.8,1.0,1.0,1.0,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",525800
766,64,18,2688229,2,1,Side,Wet,Fog,Truck,Third-party,1,4,20,Good,1.3,1.3,1.15,1.5,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",1208700
907,82,15,2830971,1,1,Rear-end,Gravel,Rain,Sedan,Comprehensive,1,3,26,Worn,1.0,1.2,1.25,1.0,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",801700
836,111,15,2395588,1,1,Rear-end,Wet,Clear,SUV,Third-party,1,2,37,Worn,1.0,1.3,1.0,1.3,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",941000
888,85,17,2235135,2,1,Rear-end,Icy,Rain,SUV,Comprehensive,1,1,62,Worn,1.0,1.8,1.25,1.3,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",1307200
130,79,0,2122550,3,1,Head-on,Wet,Clear,SUV,Comprehensive,1,1,23,Worn,1.8,1.3,1.0,1.3,1.15,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",1203100
638,103,12,1311316,1,1,Head-on,Gravel,Clear,SUV,Comprehensive,1,4,37,Worn,1.8,1.2,1.0,1.3,1.15,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1236900
403,100,15,1252246,4,1,Head-on,Dry,Clear,Truck,Comprehensive,1,0,18,Good,1.8,1.0,1.0,1.5,1.0,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1012300
785,101,10,2827786,5,1,Side,Dry,Fog,Hatchback,Comprehensive,1,2,32,Good,1.3,1.0,1.15,0.85,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",655000
771,127,20,1459608,4,1,Rear-end,Dry,Clear,Sedan,Comprehensive,0,3,54,Worn,1.0,1.0,1.0,1.0,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",613900
736,17,11,1304001,1,0,Pole,Dry,Clear,Truck,Third-party,1,0,29,Good,1.5,1.0,1.0,1.5,1.0,Minor,Bumper,337100
914,12,7,999539,4,1,Rear-end,Dry,Rain,Sedan,Comprehensive,1,2,26,Good,1.0,1.0,1.25,1.0,1.0,Minor,Bumper,209000
220,140,13,2784884,5,1,Head-on,Dry,Clear,Sedan,Comprehensive,1,3,64,Good,1.8,1.0,1.0,1.0,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1196300
642,18,9,775595,4,0,Rear-end,Wet,Fog,Sedan,Third-party,0,4,68,Good,1.0,1.3,1.15,1.0,1.0,Minor,Bumper,165300
916,107,2,1651099,3,1,Head-on,Dry,Clear,Truck,Comprehensive,1,0,68,Good,1.8,1.0,1.0,1.5,1.0,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1018700
753,124,20,570914,4,1,Head-on,Wet,Rain,Sedan,Third-party,0,1,63,Good,1.8,1.3,1.25,1.0,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1216700
807,78,8,773866,2,1,Rollover,Dry,Rain,Hatchback,Third-party,0,2,42,Good,2.2,1.0,1.25,0.85,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",618200
920,114,7,2116030,4,1,Rollover,Dry,Fog,Hatchback,Comprehensive,1,2,47,Good,2.2,1.0,1.15,0.85,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",995200
625,125,19,1453224,3,1,Pole,Wet,Clear,Sedan,Comprehensive,1,0,46,Worn,1.5,1.3,1.0,1.0,1.15,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1120300
875,42,5,1661303,2,1,Head-on,Wet,Rain,Sedan,Third-party,1,1,48,Good,1.8,1.3,1.25,1.0,1.0,Moderate,"Bumper, Hood, Headlights/Taillights",634900
761,97,18,2036263,2,1,Side,Wet,Clear,Truck,Comprehensive,1,2,55,Worn,1.3,1.3,1.0,1.5,1.15,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1231800
387,85,6,1204098,5,1,Head-on,Dry,Clear,Sedan,Comprehensive,1,3,68,Worn,1.8,1.0,1.0,1.0,1.15,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",605100
973,118,2,1536530,3,1,Head-on,Dry,Snow,Sedan,Third-party,0,3,60,Good,1.8,1.0,1.4,1.0,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1110300
510,119,6,2568185,5,1,Rear-end,Dry,Rain,Sedan,Comprehensive,1,3,64,Good,1.0,1.0,1.25,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",658400
268,131,12,2698083,5,1,Rear-end,Dry,Clear,Hatchback,Comprehensive,1,0,66,Good,1.0,1.0,1.0,0.85,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",499500
820,99,9,2654476,1,1,Side,Dry,Clear,Sedan,Comprehensive,0,3,21,Good,1.3,1.0,1.0,1.0,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",639700
442,78,12,1984351,4,1,Head-on,Dry,Clear,Truck,Comprehensive,1,3,19,Good,1.8,1.0,1.0,1.5,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",1004700
497,12,11,2930723,4,0,Side,Wet,Rain,Sedan,Comprehensive,1,1,44,Good,1.3,1.3,1.25,1.0,1.0,Minor,Bumper,579000
113,136,16,2225544,4,1,Rollover,Dry,Rain,Sedan,Third-party,1,0,68,Worn,2.2,1.0,1.25,1.0,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1842600
692,79,13,1266920,3,1,Rollover,Dry,Clear,Sedan,Comprehensive,0,1,65,Bald,2.2,1.0,1.0,1.0,1.35,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",898500
233,25,7,1992110,5,0,Head-on,Gravel,Snow,Hatchback,Comprehensive,0,1,64,Good,1.8,1.2,1.4,0.85,1.0,Minor,Bumper,521700
870,39,3,520972,5,0,Head-on,Dry,Rain,Two-wheeler,Comprehensive,0,0,45,Good,1.8,1.0,1.25,0.6,1.0,Moderate,"Bumper, Hood",106700
608,25,13,968590,5,1,Side,Wet,Rain,Truck,Comprehensive,1,0,52,Good,1.3,1.3,1.25,1.5,1.0,Minor,Bumper,572800
672,115,20,539017,2,1,Side,Gravel,Fog,Sedan,Third-party,1,1,61,Good,1.3,1.2,1.15,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",676200
374,105,17,1111554,3,1,Rollover,Wet,Snow,Hatchback,Third-party,1,3,37,Good,2.2,1.3,1.4,0.85,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1322300
982,33,1,1972795,3,1,Rear-end,Wet,Clear,Sedan,Comprehensive,1,0,42,Good,1.0,1.3,1.0,1.0,1.0,Moderate,"Bumper, Door Panel",301300
843,137,8,2730721,2,1,Side,Gravel,Clear,Sedan,Third-party,0,3,46,Good,1.3,1.2,1.0,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",997500
234,34,4,617875,4,0,Head-on,Icy,Clear,Sedan,Comprehensive,1,2,53,Good,1.8,1.8,1.0,1.0,1.0,Moderate,"Bumper, Hood",290300
786,27,6,1049971,3,0,Rollover,Wet,Snow,Sedan,Third-party,1,3,65,Worn,2.2,1.3,1.4,1.0,1.15,Minor,"Bumper, Door Panel",605000
677,87,17,1817740,2,1,Rollover,Dry,Clear,Hatchback,Third-party,1,1,69,Worn,2.2,1.0,1.0,0.85,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",792200
318,128,16,1777852,5,1,Head-on,Dry,Clear,Hatchback,Comprehensive,1,4,70,Good,1.8,1.0,1.0,0.85,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",826800
649,119,4,1923154,3,1,Rollover,Gravel,Clear,SUV,Comprehensive,1,1,41,Good,2.2,1.2,1.0,1.3,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1616000
411,34,7,1055678,2,0,Rear-end,Dry,Fog,Truck,Comprehensive,0,1,67,Worn,1.0,1.0,1.15,1.5,1.15,Moderate,"Bumper, Door Panel",259200
899,66,1,2838143,1,1,Rear-end,Dry,Clear,Sedan,Third-party,1,3,66,Good,1.0,1.0,1.0,1.0,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",354800
710,66,6,1157342,4,1,Head-on,Icy,Clear,SUV,Comprehensive,0,2,53,Good,1.8,1.8,1.0,1.3,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator",1044600
359,73,14,2804840,3,1,Head-on,Dry,Clear,Hatchback,Comprehensive,0,4,61,Good,1.8,1.0,1.0,0.85,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",641000
259,29,12,1188036,3,0,Head-on,Wet,Snow,Sedan,None,1,0,70,Good,1.8,1.3,1.4,1.0,1.0,Minor,"Bumper, Hood",419800
745,42,10,2199054,3,1,Head-on,Dry,Clear,Hatchback,None,1,3,66,Good,1.8,1.0,1.0,0.85,1.0,Moderate,"Bumper, Hood, Headlights/Taillights",449400
628,111,10,2583520,1,1,Side,Dry,Rain,SUV,Comprehensive,1,1,58,Good,1.3,1.0,1.25,1.3,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1039900
633,30,10,1054105,3,0,Rear-end,Wet,Fog,SUV,Comprehensive,1,4,42,Good,1.0,1.3,1.15,1.3,1.0,Moderate,"Bumper, Door Panel",298300
283,69,20,1789493,4,1,Rear-end,Dry,Clear,SUV,Third-party,1,1,62,Good,1.0,1.0,1.0,1.3,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",416300
377,69,15,2177971,3,1,Side,Wet,Clear,SUV,Comprehensive,1,4,57,Good,1.3,1.3,1.0,1.3,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",771300
385,134,17,2846982,5,1,Head-on,Gravel,Clear,Two-wheeler,Third-party,0,2,69,Worn,1.8,1.2,1.0,0.6,1.15,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",980400
225,123,2,932543,3,1,Side,Dry,Rain,Truck,Third-party,1,2,61,Good,1.3,1.0,1.25,1.5,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",986000
954,86,17,1636092,5,1,Rear-end,Wet,Clear,Hatchback,Comprehensive,0,2,45,Good,1.0,1.3,1.0,0.85,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",406000
815,9,3,1951143,1,0,Rollover,Wet,Clear,Sedan,Third-party,1,3,67,Worn,2.2,1.3,1.0,1.0,1.15,Minor,Minor scratches,592100
473,117,6,1679904,4,1,Rollover,Dry,Clear,SUV,None,1,1,33,Worn,2.2,1.0,1.0,1.3,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1492400
348,33,10,2943061,1,0,Head-on,Wet,Fog,Hatchback,Comprehensive,1,4,61,Good,1.8,1.3,1.15,0.85,1.0,Moderate,"Bumper, Hood",669500
506,50,18,1798492,1,1,Head-on,Dry,Clear,Two-wheeler,Comprehensive,1,0,47,Worn,1.8,1.0,1.0,0.6,1.15,Moderate,"Bumper, Hood, Headlights/Taillights",345300
640,131,15,2274259,3,1,Rollover,Wet,Clear,Truck,Comprehensive,1,1,44,Good,2.2,1.3,1.0,1.5,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",2448200
988,132,17,1492931,3,1,Rear-end,Dry,Rain,Sedan,Comprehensive,1,1,32,Worn,1.0,1.0,1.25,1.0,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",753000
929,61,17,807365,4,1,Side,Wet,Clear,Truck,Comprehensive,1,2,49,Worn,1.3,1.3,1.0,1.5,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",665500
906,5,14,2573958,5,0,Head-on,Wet,Clear,Truck,Comprehensive,1,1,57,Worn,1.8,1.3,1.0,1.5,1.15,Minor,Minor scratches,958700
